user,community
1485134346059419648,1
doktertifa,1
sianiparrismon,1
gyatmoko,19
taliudeng,19
2323532161,23
bara__akbar,23
292140688,243
membuahimu,243
cocacolamatsida,243
983630285550993408,9
epricila10,9
1530015449278124032,1
bahlillahadalia,1
54616749,25
cadoize3,36
1102960516832550912,9
abdoeljegger202,9
1717067783165620224,33
396964761,25
1870664779616178176,27
1329287552289755136,12
1719763181407748096,1
1713565810411835392,244
adelrevaaa,244
2429397041,23
921119965,50
hariankompas,50
kompasdata,50
maspe_22,40
1635178748952842240,83
62831377,245
dewapuci,245
1784223360320466944,246
kutukobra,246
daffasf2004,246
sweetfragrant0,246
1994067869337047040,247
kimjuh0on,247
582888604,1
1253987096508813312,129
1257272056556601344,248
ultraslur,248
50588560,50
160631571,36
831279056582684672,221
1373954731165454336,90
aa_hamzah,90
honey_babe,90
1843912990514683904,89
1724928647423995904,249
umarhasibuan__,249
1178173873163866112,250
txtdrklinik,250
1249008067707940864,18
1710203648,119
1526265008895586304,11
1604141229007990784,1
1069770117444120576,251
laligalocaid,251
beritajurnal007,7
1100837015065583616,11
tvonenews,11
1956743511770009600,23
1338197199319023616,7
1874058922493173760,27
pagapagopagi,121
arani1610377,121
1958521320066732032,252
beatpoetery,252
3326711712,17
in_makiy,17
peluhalawan,17
piyusaja2,17
1585917443125678080,232
giribatjo56,23
2148887323,13
partnerinvain,13
adawiyahriwan,13
1635329544076001280,25
3365720354,119
youtube,119
1722125421637246976,253
jilulisme,253
1547795876063887360,34
opposite6888,34
dennysiregar7,34
sentani_reborn,34
kereeuy,34
1819920168430256128,1
599924767,17
txtdrjkt,17
175442007,1
panjianom102,17
1086112738609262592,254
frierensaga,254
1287460240267517952,105
1813463981744705536,67
udadalias,67
1557994308393107456,255
hwanieung,255
1970734988,256
cheollvm,256
1716427244095283200,257
paturday182,257
840636674774200320,258
isflyinghigh_,258
102651096,13
tuadiluar,13
1346305256762720256,17
blaugrana1o,17
1779125726282989568,259
midxwst,259
212153908,9
1195706773916667904,7
1127307682732363776,19
untukkloningan,12
indepensumatera,12
bnpb_indonesia,12
1616209097254375424,17
putusambernyawa,17
1718594554524471296,105
1380864844618866688,260
miftahrizaq_,260
1356517931887120384,1
1380432358055141376,105
ffatahilah,19
yinhaoyou,19
1478772024084348928,1
arifbalikpapan1,1
1265251020893896704,1
jelli_cent,1
1518029679306809344,7
ur_bbitch,7
1642389514768494592,12
unilubis,12
jejenriza,9
sulaiman_anwar1,9
kspgoid,28
1297750216456589312,23
1145546732,29
1603600431825186816,18
puspen_tni,18
1560256782429069312,77
innfoa1,77
dityeet,12
1325282885172031488,12
1875382923719012352,261
eni_arunika,261
tuan_muda_aza,261
1961023063186984960,17
1514929960003137536,25
973618054952206336,262
thedarkphoenixz,262
1947171034081452032,162
61733383,263
orcorcaca,263
tetleycamomile,263
weppewp,12
1279000767815315456,264
heiiisasha,264
1336686243829059584,29
1184695438365974528,1
1493480335556104192,9
xquitavee,9
1520250476578672640,265
v_dpl,265
geoffkeighley,265
dinda_rwn,29
moscato_choco,29
emgininamakuu,29
1604249568233000960,105
80513591,1
alvinlie21,1
156653197,266
tangerangnews,266
1717850357630693376,9
triyantora59826,9
anomyhae,9
0jenry1,77
1046218224289927168,14
harnie3rdweb,14
1741650995313295360,48
1729613344418750464,17
3005215093,12
siregar_najeges,12
2438275974,2
latterstoaster,2
1583826178489532416,2
febxxous,152
76926791,267
genshin_geeks,267
petitestardust,267
icukprayogi,25
1431990238096683008,13
289525314,3
jimlyas,3
1672405635621871616,268
bmbng_stwn,268
indosupporter,268
mysalt_sunshine,36
angedespoir5,3
mas_zobirin,36
1390499869236731904,12
mulanbilqis,12
248mkm,19
1757254673596383232,46
riojohan,46
1127926085167898624,269
username28571,269
1701435466690768896,90
hyungalah,90
1642372878166523904,12
elonmusk,12
1686333533454036992,27
1419301725945556992,270
bbillkinx,270
1730525997668409344,119
1098443446694567936,271
dickneypixar,271
584604201,220
1219289758389551104,25
1142024817589096448,23
iziumiya,23
mrisulyani,23
eilasimalsi,23
varunkrrana,23
1168435360335986688,17
1092802159815639040,272
awesomelambung,272
1363145199979925504,40
100184839,273
qamqeena,273
cbarcelonafans,12
dariallah15467,12
yoeskenawas,23
1542901633062907904,40
190984869,29
24668342,274
thattangerine,274
1006487451135762432,6
1358747754269274112,275
melojikwon,275
395979099,3
793336308412346368,160
uncoversakti,160
koganenohikari,160
1809002208350121984,276
mulya317,276
3301454468,46
d_bramono,23
1856348627297546240,277
matcha_creamyy,277
1406609195256881152,40
1282345633047654400,127
2611783286,278
sifa_fauzia,278
1419104379764834304,279
miyabozujpg,279
1640339412314902528,280
die4asahi,280
balapurik,280
moscatuo,280
975389335775199232,281
preman69691,281
echa_gladys,281
237758322,3
919177936174854144,282
masmasbiassaa,282
1566684298530263040,34
sahallllllll,34
506059176,36
1464939571087478784,165
1265730033328386048,1
1485301738790060032,283
vibesofbee,283
xannax1mg,283
1836237650212327424,284
bbppketindan,284
167980767,25
1666625998719447040,23
1886826116385792000,3
donnyrus,3
zakkiamali,46
1219676848268791808,27
1134790222728744960,285
giyuupeach,285
228724587,23
papahnya_dedek,23
1652900307670827008,34
818085608161542144,17
1315582136,286
raspotxmartial,286
indosfc,286
1083716473850232832,1
1399086277014654976,254
inuisheicu,254
1519567770098475008,36
1399185451672612864,14
ebube_0x,14
2519082643,23
1853487101423349760,1
1409366081072816128,25
1110393826856722432,287
kemenag_ri,287
1301242545888849920,9
bang_aim600,9
1881223177462054912,23
508741746,288
masfurqon15,288
1729121908065796096,25
irularr_,25
rachasweet123,25
aken_zank,25
txtdrrwlmb,25
1693078493163347968,3
herjunadi12,3
1473662619315687424,289
ilhampid,289
926107930880909312,25
tidaksange,25
1666244131230990336,290
2bocilidiot__,290
1428170420318990336,291
primeacademyfx,291
1689477192714268672,25
1234402639,12
1623694751991201792,50
1401545315375669248,292
ronacamelia,292
1604002717646495744,77
1575737144563601408,7
1791630169423355904,293
jupliets,293
798901988909907968,1
1675399615305359360,33
975902721982087168,7
272414947,119
hagogah,119
ujbslayfm,40
313083173,25
uradn,12
dondihananto,12
1180616529697595392,2
2658261660,119
966136107669766144,17
1398505358599983104,46
1195870361813798912,27
187182071,1
okkymadasari,1
1857349119825899520,33
1325420157502582784,105
224154229,24
729429486,19
1771472921166540800,294
konbiniheiji,294
1216290368397836288,295
dwyt_farm,295
kode_bagus,65
1813049694605701120,36
iqbaltaefur,36
376135409,25
edibaelah1990,1
1671080738891132928,296
erisreovultures,296
2758639241,25
furrfectlycute,25
1154291696605130752,3
1271785887345471488,105
saaudadeeeee,105
1239256314414370816,17
957866722844815360,62
baseconvo,62
1186589823680647168,1
1134604501350961152,40
1603727286661832704,50
alnilamomar,50
1494002199445196800,105
1844669196329709568,14
imoleayo4344,14
heavenatsky,12
235781421,34
malau_lenny,48
1557547036224126976,105
1696067555230941184,40
869190271832961024,19
sivasomething,19
1260043523828535296,297
kresbung,297
228935841,27
1571822249182908416,50
1816790961139195904,14
calmlyunique,14
ferranthegoat7,188
749476447803150336,2
bluebibue,2
1013313158981644288,298
27thmei,298
1779012813979299840,23
1606259742388629504,2
3076427714,299
jmindontleaveme,299
818418595780644864,17
kemalpalevi,17
1347417120074731520,55
3283902644,147
576887652,90
870716143,77
kemalareny,77
214342727,1
1813050382756802560,27
kemhan_ri,27
78013182,300
lampu_merahkita,300
748801790,301
pnhanifah,301
1786689978229207040,302
hanif_af,302
1333615764696227840,303
lesserapphic,303
606867095,23
hilmi28,23
berty69968038,12
1633630686946148352,23
975159612511932416,304
dowoonique,304
urcardiologist,304
473722734,305
vampiresunblock,305
1337860554254258176,50
abangendud1,50
pancakeloverss,50
1496686259267604480,28
2225790776,12
syarman59,12
81632810,95
p3gel,95
1604420402578853888,306
retnosetyow4t,306
twillight_loid,306
attamimium53897,25
kawanjua__,77
blackma00604252,25
denismalhotra,25
517605964,16
853272532882870272,40
1007824835890765824,6
antonsubagia,12
mujirahadi2,12
mitologikal,12
bunga62496,12
1277723117385691136,25
1315678602554339328,307
heesungle_,307
1176632112264273920,46
saefudin2575,40
136904047,1
republikaonline,1
1777473076088995840,17
1082138664178597888,308
pengincumlaude,308
841637296151572480,77
1189039138835554304,9
1834064333833469952,2
69183155,34
detikjabar_,34
932347307684642816,119
biangkerok,119
piyopikavet,119
1335341158361264128,17
desainlogoo,17
antropolohis,25
kshatur,25
1226436091617505280,309
keuangan,309
1717493187013734400,24
1296696583463919616,62
1429787631496220672,1
naz_lira,1
fraksi_gerindra,1
1569544194481623040,1
23777337,161
hespribook,161
1722982617413533696,25
1182297020330987520,4
widyolita,4
3244060996,310
cboemgiu,310
1527641812424200192,105
ureveryone_woo,105
1543640742,17
1604130313021820928,25
3282786667,77
thatsun510,77
ranglasi,77
delta_tofu,77
stopplandemit,77
ch4o5myth,77
faraz_kepri,77
mulkanjabariyan,77
mamakchayank,77
bukanantarkota,77
tedinvestigasi,77
seekracle,77
daddyyuki,77
1087666291891089408,25
1157317277122887680,0
duren___,0
reuters,0
xhnews,0
bbc,0
81375301,311
riojaw,311
3629933477,312
kimmykucingaku,312
249466566,50
1736540959335481344,24
2550679982,119
kingdarius102,119
858329537750286336,313
mrifqiaa1,313
1774419131405840384,1
1566425379661037568,314
putrape24992947,314
375877270,1
ari3ghozi,48
trinitytraveler,27
isagi_yoichi117,27
1177129367362650112,1
829043798,4
nowyoucatchme,4
3244905644,48
jumadi28660407,48
puthutea,48
1235812906257670144,23
1670047549502410752,34
1776355719953965056,1
glrhn,1
1856515216445673472,9
1978790995,48
1468137208301318144,83
159928525,23
1352148085347020800,315
maedagf,315
142689529,95
worksfess,95
1060006480714186752,316
bhres_,316
1604051398647484416,25
dennyseggssegar,25
1809766433280446464,14
0xnaxeer_,14
2439879313,24
nanutraweuy,24
bukatapak,24
398722448,17
1810210040781185024,33
uyoktweet,33
3370001104,4
1056151953204342784,12
muchlis_ar,12
2852102420,18
cintadewip,18
tnial,18
sindonews,18
1869149841487728640,46
kebun_jati,46
783562614341152768,23
1649683972283322368,46
sipausip,46
boovernment,46
1776727090131501056,24
1510986121261436928,55
1204680072440889344,43
tukin_dosenasn,43
54161214,1
1618180374143852544,317
adityaalfarizi,317
155812991,318
kempanrb,318
1904270198582161408,36
1481393931682480128,319
wowo,319
421916203,62
kemenkopmk,62
30192215,24
tonysan34230810,24
kbaniyah,24
1555488754089197568,23
770173024490315776,23
anaklolina2,23
1142729515707187200,320
luffyluthfi1,320
1274935061767286784,1
3013535216,36
thumbprintco,36
mardiasih,36
965757278,321
tang__kira,321
1842791912031567872,322
convomf,322
1696199979675828224,323
abdulwakila60,323
1301520829205770240,40
762358280505036800,324
sammisoh,324
4690050626,18
2934746041,13
1046985329570435072,325
luvforpaw,325
1614074712853991424,27
1626234798120505344,28
1131410981131653120,36
mpujayaprema,36
2758398477,1
1580480236881600512,34
itsdonerama,34
noucampline,34
3257421846,326
juyeopn,326
muhammadiyah,65
563659380,327
txtdrbekasi,327
1538488921209774080,328
skaleritcher,328
1658357454630166528,165
1841844252441276416,12
1276542684153253888,4
eliswija,4
txtdaritax,4
rogue_mercenary,4
pigeonglitch,25
1270613507034103808,329
_xxzuu_,329
2757494693,1
queenbbberry,1
rizal010102,25
1805192795415830528,40
1207749801875406848,7
19844990,330
wandadesign755,330
heniykartika,23
athyaa__,23
845325518,317
morpiggg,317
1074274045514805248,331
jaehyungantenk,331
1670596999060795392,36
_memoryusang,5
bambangmulyonoo,36
3128748453,332
dekeunwoo,332
1654714618768674816,1
371533309,33
ddprmt,33
jungalexandria4,33
977344238596759552,12
1118963372324794368,333
todayismrth_,333
1118488100873760768,36
1645644143467855872,1
37880531,161
177775297,162
lokalpendaki,162
1603587073121861632,334
athameerae,334
1912507562676928512,95
giritaufik,23
75395185,149
deddysitorus,149
1738395121660596224,119
2202985642,1
gsn_id_official,1
marquez__93,17
legislatweet,1
bnsphrxyzzz,1
899704483537592320,335
deardee28,335
1604650474724265984,119
1692792962,25
1014857078936965120,336
somethinc4u,336
286628901,337
jamurlovers,337
2890547508,1
1116882263185088512,12
purbayayudhi,12
390116749,4
kucingind,4
tokotanx,4
100821090,146
212854360,46
1297404771469467648,338
xbad70101,338
1843493229997772800,40
67902112,16
masbimabimo,16
781167204666527744,339
euphrasea,339
1171671118937088000,95
slfiannda,95
baguslifandry,95
1739215321813430272,1
theeagle_ben,1
1932995208360402944,1
1738513738804649984,14
chinonso_99,14
punk9277,14
kaitoai,14
2542630518,17
null_lol,17
1382228554247655424,340
chueinliyu,340
sgnahyeon,340
iiyuwon,340
chueiwon,340
nothatjun,340
1254022740421431296,105
1935220665524834304,36
1466330609735778304,165
173407719,105
kojimatsurii,105
890947046416334848,341
qmngyu,341
169785294,221
andiarief__,221
1221080191159562240,342
pesanbunda,342
1603701755115470848,36
blackshark7890,36
1614428943981113344,62
52299524,13
triplechocobar,13
1242250682746322944,28
navvvvvid,28
1370386460130439168,343
kaoskakipedri,343
1638362273524875264,17
rbaskarap,17
mancaaaaaaaaa,17
1603718909538209792,344
sukandusei,344
1715298468179419136,7
196140054,36
1842842552598441984,3
cahyomahanani,3
aewin86,3
1009787155395182592,345
arman_dhani,345
2919607621,36
1666672635407908864,23
1357346403668819968,346
abduljaya404,346
1656792630,17
zamronyev,17
1513469864798986240,40
blue_berets7,40
880997694281367552,23
1690984270440062976,17
66941767,46
1233516551594078208,4
1761668858279272448,347
thebournepost,347
graciazaza,94
1227573267461853184,48
putry_nusantara,48
rian__az,48
2522275062,348
dyrajeon,348
1340969394847899648,349
kuriipikku,349
1644240563867353088,350
leehanjakut,350
807738465873960960,351
sengkhala,351
259257222,27
rayzkak88942,27
1527195369053966336,1
1149385939208196096,9
1915950264,25
uviinoona,25
maciarons,25
gletserr,25
shinrqmi,25
2408810690,77
1892367187,17
104105284,50
1605533508168224768,25
watchonline1975,25
547856416,162
gesuriid,25
1352223535,16
1867765815946489856,23
1450688098375921664,1
1325078195821899776,19
1646787323986874368,352
aninditakyya,352
1373918130284556288,23
catatan_ali7,46
1542868932758974464,353
dghc00,353
1749973810726772736,12
itooohh,40
anitaiflaatid,40
1099843722022248448,36
1uromam,36
1462980242667016192,354
kiminokareshii,354
2903231130,355
woozmi,355
1521939483977203712,91
1142624343224012800,16
veronicakoman,16
53919260,1
1074631600111898624,3
1869975132716089344,356
arkan_aksawa,356
1801520008713146368,357
acikiwirtt,357
1001449483358453760,3
1393953369480253440,1
1575582129185923072,358
ultlamimi,358
799490758608830464,1
maklambeturah,1
1978445610,25
aloysius_73,25
4460225714,23
1321774693259472896,1
3625158017,359
uangcentil,359
1742018967013896192,360
tptahukahkm,360
outstandjing,360
1220171308912140288,18
infinity_zer000,18
adektanjidor,18
prillyyla,18
1730512628093747200,361
seeunku,361
218984417,227
369598988,29
1830764922172776448,36
1686492767185403904,362
weiihyuk,362
ikn,12
15285763,2
1239900160060051456,17
1043492677088501760,363
myuengjae,363
yiremn,363
3226735333,12
kanggurutidur,12
aanfahrizki1,12
cutsarina5,12
2843606407,11
cvnkjl,11
kopijaemjams,48
1116353066,364
lalolostyou,364
1826437227842600960,1
1603513380563611648,1
bgnnft,1
1800304603151699968,365
ndrewstjan,365
422751405,17
1685130879587188736,366
allvarian_,366
1924742599052820480,367
flashoevr,367
sacriafice,367
78263777,27
kodokodar,27
1152447574411902976,1
414593331,368
nocontextwindah,368
176951953,3
puspita_khanz,3
2855167291,48
1838972822070407168,1
4685380327,369
hanbing,369
1303615921550835712,16
752618844,370
moonriseblues,370
55171351,27
radioelshinta,27
420220839,2
jvstforvan,2
1460569009380737024,25
142305302,23
2221262456,371
realmadridindo1,371
189882871,105
1871231835906465792,25
1815627023362248704,162
1272661476885454848,25
80810407,55
1736308442569269248,1
1392785461265854464,372
jurojorujo,372
menkkyy,372
sythnm__,372
1498474406196432896,1
2954627672,1
86311144,105
womensfootie_id,105
sporttiaphari,105
1606476691005919232,36
1502256199827263488,373
gaetl,373
1941066739195990016,17
aryazulvikar,27
62803959,18
1580862967696207872,98
1630321419031830528,40
mementomolli,40
hijaubersamaid,40
1713309178289152000,14
rolybliz,14
rintintin100,27
rasjawa,27
836061515513896960,105
1614142754279559168,374
hiraerish,374
1269299199373217792,27
567960537,36
roebanie,36
1596856264213921792,375
nachia_jkt48,375
1247778303496212480,376
eyangsubaru,376
59319789,17
834037542525603840,1
akgfkmui,1
mestyariotedjo,1
1352776215308820480,377
aegiathaya,377
1838063291639447552,2
fajriniaa_,2
onmywaygotostar,2
mantapanjir,2
persephoneflaws,2
biggestw1n,2
81047555,25
2843756947,378
pmkibase,378
luthfiyyah_a,378
perupadata,378
426612085,27
1646499307326173184,28
1661041817138368512,17
1495263358622179328,19
91452876,103
tom_kuncoro,103
ridwanadit,103
1835870245837545472,119
esfphuwin,119
701995149711138816,46
862160944050438144,34
indrawati23,34
1430004881385943040,379
grizella_zee,379
1418945648171356160,1
lembayung071,1
1106126766702133248,1
1826490021484134400,16
roland90991,25
irenelim177,29
1963611322681368576,160
jajariijaa,160
1047400017793699840,17
68988326,33
yens0906,25
1921828891502710784,14
tdark52787,14
imperooterxbt,14
1483847209741594624,40
1598719363720179712,380
marllbeoro,380
3181351934,105
1118853728163860480,381
xoxosalman,381
98253833,6
argadanesh,6
235852514,1
andipitopang7,48
noemeebelonta,40
1691576611261542400,2
1846413792982499328,17
1542405726848503808,60
1939389864,33
amirullahma,33
dade88020008,33
itsaaletheia,33
1623819881631342592,17
1722248757289627648,382
id_fm,382
157635208,1
massbobby18,1
erickthohir,1
ccicpolri,12
458597354,3
massayib,27
1838064153665441792,383
reinhadpar,383
_nessamia,383
narkosun__,383
1098914113399357440,17
216309927,23
967630408211881984,95
